1001 10000
311 357 86
869 444 66
18 737 64
95 454 8
409 760 17
223 397 60
321 67 57
566 297 84
515 256 72
817 351 84
572 695 38
276 719 10
157 7 52
606 620 5
484 281 2
52 455 88
401 228 11
772 704 65
378 478 87
899 263 7
507 355 32
690 905 7
328 888 9
815 918 7
441 271 98
103 419 46
9 172 78
549 653 46
772 156 30
96 455 89
57 795 58
488 103 23
992 776 43
958 481 91
766 214 56
48 389 95
346 358 16
491 425 72
513 457 25
825 750 50
449 122 53
659 921 28
917 996 39
608 137 45
717 228 90
184 921 87
239 342 24
420 759 20
466 198 97
361 495 64
719 684 28
145 221 36
673 611 10
442 505 61
24 421 84
994 537 89
697 208 91
565 206 73
177 176 53
120 274 48
228 711 12
990 400 69
4 30 66
280 541 11
726 533 22
576 668 13
722 744 96
669 691 64
318 426 90
670 35 67
362 632 100
709 932 53
90 53 22
84 462 75
501 386 99
73 274 66
768 156 3
136 765 9
245 67 32
351 991 20
982 285 17
801 260 22
55 55 46
790 997 82
31 87 74
487 768 92
800 786 46
782 801 14
558 350 77
342 96 58
738 902 41
348 206 94
390 254 32
92 54 84
985 92 54
252 904 60
491 201 15
758 401 34
948 671 92
924 450 100
743 421 10
624 843 11
899 681 17
672 648 91
728 241 95
1 119 52
894 574 78
42 648 77
798 139 23
322 334 66
933 313 31
561 248 29
347 434 86
12 580 33
762 61 30
848 823 1
998 359 80
821 193 22
7 742 26
938 663 11
338 570 43
65 438 72
474 817 90
175 851 25
548 334 77
994 882 41
96 722 88
520 740 85
723 946 72
154 161 31
284 328 86
684 297 16
941 525 36
41 488 67
394 471 96
191 793 5
534 118 14
418 938 46
901 610 21
361 353 8
284 201 82
921 428 21
149 799 76
42 631 6
671 284 57
422 109 29
887 446 4
102 645 95
364 169 1
508 557 14
575 254 17
152 727 74
41 985 79
604 971 42
626 858 31
823 801 36
591 276 69
853 982 88
80 327 65
568 518 36
50 998 55
504 791 69
716 802 3
306 179 72
913 927 64
787 813 92
519 600 15
441 412 22
513 516 92
692 595 11
46 648 46
802 801 90
818 946 73
728 395 8
533 843 9
382 642 54
787 764 43
961 165 45
631 128 45
369 14 14
407 50 5
698 406 2
615 701 69
867 678 90
145 499 95
415 694 84
440 899 53
674 378 43
60 361 34
956 279 25
679 329 24
601 770 56
63 655 26
573 278 83
155 137 46
11 851 8
59 491 79
231 489 84
4 404 35
80 392 65
456 876 90
672 780 24
662 344 29
703 368 11
262 188 23
847 790 92
241 164 22
172 387 15
558 803 43
944 626 95
967 311 99
61 498 99
847 582 55
70 906 4
842 482 18
187 234 37
920 393 16
608 607 48
564 124 7
342 905 52
1 893 99
1000 700 53
158 135 15
72 862 62
542 801 81
44 911 51
515 57 40
423 999 100
977 736 17
508 860 10
112 937 66
757 875 49
189 995 69
251 818 67
42 202 14
391 621 61
633 665 15
117 559 46
626 924 57
680 340 33
179 712 13
139 948 89
647 762 48
553 315 71
685 638 11
497 401 41
401 243 98
519 405 66
858 429 95
919 682 58
878 652 7
695 188 39
938 514 21
772 638 91
396 800 62
880 807 43
705 103 92
315 834 23
731 713 70
809 226 67
342 692 92
143 238 86
764 758 50
616 646 79
525 760 85
578 566 37
414 791 81
95 177 5
400 605 60
375 945 60
859 466 77
904 924 88
212 321 92
730 426 87
139 514 33
521 834 51
897 839 7
840 993 77
27 73 32
1000 116 36
43 146 42
720 516 40
240 316 3
455 211 22
480 910 10
256 193 63
330 724 54
587 553 11
577 237 99
847 492 58
766 636 30
155 751 76
202 356 83
325 565 93
824 863 94
572 264 15
225 914 70
871 111 86
452 634 21
164 238 26
159 670 19
411 665 64
633 736 34
623 886 91
391 922 10
757 182 43
135 404 40
246 556 19
172 702 20
909 281 76
899 555 100
843 606 32
882 918 98
635 726 77
485 406 52
0 281 69
573 166 75
815 560 53
824 510 56
514 651 41
925 810 49
298 99 76
32 832 33
160 561 7
607 999 54
831 432 27
210 711 52
350 500 49
701 777 8
944 226 3
467 853 59
809 570 7
947 127 33
723 835 27
524 222 40
402 664 94
639 850 58
181 928 31
619 923 56
796 117 88
273 425 67
128 838 2
676 442 22
821 308 39
400 84 27
524 4 76
980 642 55
752 756 41
764 250 67
744 25 55
693 478 56
82 758 19
908 593 48
153 707 18
943 594 31
290 594 92
991 239 34
927 398 51
687 205 92
192 71 10
7 382 58
777 101 44
98 545 61
912 492 31
776 719 29
759 659 86
972 625 98
829 391 3
973 38 61
417 81 39
68 888 86
832 812 26
387 801 99
782 669 59
45 906 86
251 898 5
977 845 7
484 3 34
398 749 87
865 463 11
308 423 1
315 244 40
19 936 48
282 878 12
886 534 31
641 760 79
191 666 47
50 676 6
961 710 82
656 12 92
87 664 99
934 310 59
744 237 89
158 679 83
231 370 51
207 138 16
320 291 21
849 38 72
45 543 80
272 929 58
537 117 48
532 349 3
879 134 84
264 523 27
754 569 94
747 285 48
654 822 64
591 308 51
480 175 37
923 57 98
158 666 88
410 106 7
533 976 88
479 11 15
942 450 33
898 526 58
765 87 63
81 475 15
712 69 72
712 493 86
157 904 84
923 180 52
827 10 13
159 537 63
88 488 18
632 287 87
477 145 62
472 579 70
763 236 85
756 306 55
596 174 7
132 109 94
969 150 2
740 784 30
326 76 78
847 906 3
394 750 76
344 358 36
556 155 92
714 299 82
512 964 44
125 94 88
631 931 86
239 59 36
961 340 18
884 598 35
350 340 5
756 229 35
179 284 16
149 109 98
657 45 5
414 357 50
461 251 47
205 814 47
459 10 59
59 259 83
230 994 26
218 851 20
44 274 87
137 597 51
659 972 85
600 895 32
795 506 41
232 942 64
738 749 61
180 423 73
793 659 91
466 702 90
42 312 35
289 799 86
170 264 74
199 722 91
550 945 23
25 790 47
405 260 52
784 136 92
629 379 9
317 716 76
645 874 81
846 490 32
941 493 77
561 450 57
785 138 6
935 153 83
843 138 2
862 304 52
926 764 65
114 909 26
958 24 5
121 82 15
345 858 57
602 259 11
191 112 22
335 49 87
507 476 78
339 26 15
390 791 89
533 638 14
557 298 86
594 502 34
686 379 42
679 165 62
612 478 52
894 830 81
796 439 89
138 433 77
126 160 19
364 568 83
463 14 75
270 290 34
843 529 75
926 803 81
87 357 71
643 435 11
739 296 49
705 155 51
172 704 46
273 466 64
469 904 36
853 690 94
468 490 17
321 473 34
10 167 42
523 883 21
884 890 30
429 618 91
846 381 83
610 970 72
848 699 32
453 327 49
594 208 15
823 425 6
558 190 88
521 691 46
316 936 8
310 162 10
861 885 3
589 240 84
916 207 71
562 443 18
576 82 32
292 879 82
208 356 30
136 647 69
935 161 98
492 977 32
791 702 74
152 769 99
397 173 99
927 588 18
656 723 54
318 918 3
438 44 4
86 300 87
934 987 80
472 851 5
920 72 65
45 786 71
297 664 54
501 329 32
868 58 30
495 667 70
4 972 60
571 555 5
269 101 86
589 688 8
620 267 60
226 161 76
399 424 52
110 172 44
847 570 17
0 838 54
802 795 37
150 297 12
144 224 63
292 724 11
939 877 75
193 903 18
927 847 51
56 28 50
747 531 38
610 798 49
468 985 95
627 144 95
196 520 55
448 255 39
632 288 11
953 100 61
684 155 99
204 112 5
885 370 64
499 182 90
865 627 82
630 822 1
507 83 99
805 740 93
288 755 26
611 653 75
364 105 65
178 426 80
853 556 67
622 621 95
858 892 68
50 953 20
443 792 100
153 988 58
64 894 60
610 58 20
271 937 28
187 246 14
330 718 34
311 471 67
124 972 32
183 35 50
598 662 63
492 915 58
479 262 10
240 448 28
351 545 98
193 620 60
27 252 71
418 884 36
368 740 79
793 85 97
344 163 40
155 668 55
38 219 9
881 540 91
752 506 81
847 498 93
921 891 84
628 544 24
141 649 52
432 703 86
274 394 77
863 118 23
275 95 13
726 771 32
380 948 8
107 393 6
788 428 20
103 28 81
440 739 50
597 371 15
731 381 55
267 292 32
348 882 1
11 247 12
754 33 27
770 39 50
433 547 47
304 456 57
180 909 40
55 181 80
906 297 67
557 611 2
666 692 56
990 27 73
737 372 83
717 134 24
179 51 47
718 191 47
844 209 25
409 184 26
431 600 23
741 321 67
893 114 21
153 675 59
593 463 68
879 720 55
77 534 23
686 915 27
191 488 29
542 308 65
350 411 2
846 923 11
324 503 1
720 749 64
730 169 35
762 752 63
85 651 78
43 148 63
351 476 62
318 65 35
771 247 85
591 81 48
606 786 31
214 230 61
975 10 31
46 246 21
415 197 58
487 904 57
901 689 4
202 938 79
251 773 83
109 402 72
711 163 67
231 836 54
817 676 88
740 391 45
683 520 77
702 472 73
528 220 79
854 154 50
908 571 47
483 208 74
804 733 7
837 488 91
767 541 13
232 38 2
799 431 18
753 778 7
1000 534 69
429 437 66
393 800 75
967 367 74
746 217 96
913 270 97
720 290 94
834 422 40
965 545 10
110 994 97
468 577 10
149 360 90
448 43 81
431 639 8
762 888 81
655 887 47
461 889 36
472 133 90
959 395 39
33 581 66
88 170 69
939 973 52
397 750 53
306 715 48
757 630 27
623 53 16
32 578 6
13 20 96
939 907 89
588 619 19
116 587 49
306 51 48
120 384 87
431 172 76
126 118 58
939 154 56
501 685 82
685 336 44
420 838 40
873 750 18
992 970 98
243 747 51
829 285 82
1 665 70
433 913 84
19 49 33
673 18 100
339 400 18
533 463 8
501 403 51
328 907 66
960 798 20
130 473 43
918 153 61
297 534 51
231 860 57
411 421 37
639 575 64
250 755 74
297 956 100
950 765 26
454 286 25
924 735 44
437 831 61
634 396 14
557 832 68
351 552 2
321 927 63
803 26 100
61 727 40
183 532 46
625 914 17
67 505 57
248 182 79
15 829 72
611 133 27
909 108 55
790 330 10
721 812 91
98 924 39
774 51 13
638 772 3
448 835 66
543 742 3
734 65 69
365 444 87
17 545 56
605 658 58
825 101 46
782 50 67
195 183 25
368 931 64
881 825 40
362 46 56
298 652 79
69 27 16
722 2 75
325 716 68
286 163 65
940 557 96
327 666 98
278 870 5
254 234 92
549 844 43
614 852 57
993 60 35
948 959 93
158 493 87
211 459 84
332 217 67
629 462 28
392 63 73
276 629 59
404 840 12
662 681 100
495 785 90
187 851 1
318 236 23
190 568 97
617 632 39
156 181 64
218 144 26
801 69 3
904 501 6
737 188 4
261 614 27
671 835 25
906 731 98
875 749 73
874 515 71
206 454 72
604 832 23
489 371 64
422 369 61
910 291 78
86 561 69
789 152 58
705 490 44
301 937 100
786 811 29
34 680 84
26 207 55
163 592 69
277 261 58
522 630 11
721 141 78
434 728 50
367 369 49
964 743 38
978 354 22
1000 613 3
636 902 65
733 19 47
243 400 44
21 444 91
49 235 73
777 512 89
666 570 79
558 270 54
645 132 52
211 641 57
855 593 15
699 350 43
509 604 86
268 168 87
799 346 36
242 472 90
347 269 64
516 631 30
61 235 55
631 970 70
257 734 4
537 248 91
466 529 85
909 292 100
278 417 80
969 59 77
970 796 21
550 334 61
32 715 70
190 317 90
493 733 8
243 637 47
875 565 30
834 267 39
838 82 53
771 549 55
636 496 40
831 729 44
300 119 69
83 404 43
367 196 4
514 86 45
816 224 16
266 311 6
485 507 2
803 27 63
948 126 6
230 622 44
168 699 54
786 139 67
699 99 53
390 26 67
559 908 31
416 415 47
206 876 29
173 730 50
714 290 22
682 155 25
358 268 69
801 723 37
529 908 21
761 484 72
642 617 19
28 64 27
253 574 43
1000 671 82
712 30 15
671 945 40
705 929 2
971 258 38
59 444 98
306 376 93
873 166 82
101 34 19
761 882 24
803 643 51
967 739 23
637 818 45
710 421 74
980 794 63
131 717 64
748 833 74
192 296 87
479 610 38
307 875 8
50 256 81
508 362 71
854 897 25
6 480 94
349 688 75
154 771 56
113 81 96
47 321 34
382 580 52
456 989 43
978 214 14
773 663 59
893 565 51
141 538 32
994 767 81
663 953 64
931 312 93
913 997 27
860 190 84
102 797 41
488 352 5
407 726 39
914 307 91
791 261 25
966 655 64
761 358 84
188 975 85
587 374 37
921 818 57
543 125 20
650 404 6
53 260 6
159 830 4
69 966 35
266 795 76
373 433 10
421 722 1
167 680 88
936 653 14
705 543 72
205 47 89
11 692 55
559 296 74
403 534 36
719 793 86
295 525 94
220 977 51
642 431 64
471 53 64
169 88 67
489 840 14
663 730 27
535 107 13
450 963 4
544 837 72
404 617 79
100 885 66
762 178 94
389 515 27
345 95 8
558 885 74
88 178 10
554 838 18
706 106 80
712 497 92
892 657 62
875 26 62
390 432 1
487 616 100
963 184 54
701 240 42
642 914 64
132 107 61
175 721 27
948 832 19
894 181 9
311 776 71
921 551 86
979 562 27
524 279 19
429 394 31
287 381 46
842 488 15
793 596 40
682 952 82
365 173 22
177 550 90
107 505 82
562 5 10
79 440 91
364 19 65
25 719 95
661 833 71
198 305 11
729 818 38
608 793 86
124 589 34
670 512 50
638 681 75
531 859 97
564 760 1
118 687 53
436 397 77
199 749 39
71 940 89
427 711 5
895 663 3
213 335 75
496 822 27
562 682 8
15 311 39
152 53 28
367 312 81
327 179 73
369 646 25
265 18 85
519 521 26
230 35 20
795 588 90
957 996 19
239 570 75
408 145 81
904 951 92
126 988 65
355 773 21
984 282 20
330 909 3
477 776 22
605 540 35
473 879 25
195 362 28
48 363 57
384 339 39
360 860 5
457 560 26
384 519 66
286 4 98
297 485 58
302 932 73
157 406 61
295 72 53
459 560 37
412 104 6
483 280 15
766 364 76
988 337 27
571 668 14
487 179 77
112 314 13
271 747 54
410 542 44
130 962 52
535 848 43
367 614 85
882 859 77
59 741 53
812 93 13
893 592 58
300 665 59
197 979 26
961 519 52
216 655 21
850 658 41
147 510 46
942 432 7
705 884 24
175 968 71
349 243 60
244 617 3
808 795 37
500 206 2
51 24 19
998 735 42
428 840 8
212 889 90
288 688 44
314 326 10
401 148 44
278 926 40
978 213 23
954 742 49
792 386 43
679 216 91
162 572 15
827 526 14
749 247 75
86 195 46
264 505 50
723 960 86
443 794 15
196 565 55
641 174 73
473 703 5
927 343 92
588 359 98
272 747 71
515 191 49
908 657 11
350 582 18
524 48 36
197 664 26
418 499 40
737 752 40
337 632 61
243 46 13
559 523 5
466 232 74
491 22 11
500 456 75
348 406 90
66 90 92
439 621 21
288 537 50
966 824 70
337 583 86
571 206 42
848 256 39
763 558 43
64 694 81
348 995 16
201 130 92
490 667 13
549 902 56
80 644 17
398 711 21
495 787 40
236 4 79
371 419 38
157 345 7
459 186 13
52 301 4
158 628 83
992 254 23
967 557 53
599 868 82
926 345 50
842 146 91
161 132 27
369 799 29
562 611 6
271 782 12
385 386 16
835 67 83
626 139 92
921 578 93
973 983 41
415 948 74
934 238 3
1000 924 56
66 623 40
452 483 37
498 132 56
788 285 44
35 766 97
370 459 88
884 398 70
246 93 86
969 192 37
998 170 1
143 566 2
470 756 33
756 203 75
648 309 73
534 808 33
607 893 100
568 933 53
472 272 58
603 877 33
78 15 15
123 18 91
894 126 19
844 177 34
36 544 25
615 400 60
74 672 32
564 377 6
468 433 36
404 213 59
153 333 25
941 4 7
63 532 77
5 677 55
609 512 67
694 485 77
386 430 54
709 197 25
95 111 82
301 402 24
683 148 79
541 299 96
897 55 57
574 987 70
440 70 43
347 834 82
815 118 9
874 918 47
644 477 62
769 173 61
540 654 23
822 31 17
883 766 10
37 920 94
902 902 98
98 733 9
62 145 21
218 226 22
604 846 24
213 494 36
238 266 43
562 177 76
743 803 57
808 641 22
57 502 53
404 785 89
96 599 29
888 624 16
847 467 54
200 520 72
225 25 46
95 437 98
505 583 26
704 333 62
886 340 13
166 687 91
794 286 88
624 293 68
144 899 15
200 782 79
855 65 94
168 221 53
477 732 74
822 421 100
389 964 38
995 90 95
468 446 94
511 426 86
469 858 45
133 661 67
317 709 29
108 835 80
521 781 82
186 831 88
487 432 59
774 184 48
749 319 14
466 498 15
590 900 42
650 843 100
9 45 23
583 826 62
187 903 5
658 102 1
9 421 77
865 631 29
487 708 4
647 327 72
110 356 83
462 587 23
470 691 66
422 261 11
630 385 15
781 46 55
99 260 89
566 972 36
86 666 2
157 199 86
441 486 7
821 16 84
382 824 16
46 362 90
68 838 39
306 82 30
653 638 89
608 569 58
177 968 1
532 942 56
13 760 49
19 847 42
624 109 20
209 968 77
340 440 88
271 550 73
366 887 63
502 55 63
469 886 12
33 594 28
756 948 54
346 36 17
12 607 64
928 111 99
372 200 77
327 175 99
722 14 60
523 807 86
29 875 7
144 974 8
77 396 67
588 72 41
140 641 2
109 124 87
31 503 68
39 194 7
727 501 19
378 121 67
908 567 29
323 388 93
295 57 31
400 745 36
945 818 63
381 553 33
37 207 84
776 616 24
807 766 86
967 977 22
681 426 42
110 961 23
124 736 63
451 461 37
114 947 63
615 470 48
128 598 8
746 946 55
510 962 93
184 398 95
356 33 84
859 573 36
617 574 18
807 542 78
118 445 14
293 73 18
651 75 88
785 944 11
842 76 32
723 583 82
24 293 25
800 40 81
408 463 26
875 595 79
518 791 86
54 983 62
301 776 56
95 974 91
349 334 54
456 470 38
378 869 75
785 708 71
443 113 76
550 869 59
975 473 34
66 306 63
618 910 23
575 203 60
61 468 69
490 312 67
459 479 64
998 357 94
724 257 67
104 165 90
15 234 36
356 785 56
610 607 94
835 994 97
24 876 74
94 205 85
36 189 9
568 391 55
844 400 98
336 283 87
797 140 97
812 162 45
649 16 18
950 583 17
565 668 40
541 869 32
259 123 60
984 597 58
753 259 73
829 241 28
617 385 74
445 54 19
836 726 4
537 847 9
980 846 73
420 602 77
45 31 39
820 281 94
994 178 91
670 536 35
309 683 93
31 245 5
897 824 64
924 95 67
830 834 77
836 397 65
883 636 52
643 106 20
723 775 15
787 765 76
459 785 63
69 45 12
461 853 2
203 576 66
865 541 78
285 199 7
193 804 64
255 148 94
679 494 23
110 226 32
690 505 50
442 342 45
554 499 22
816 327 12
907 813 31
169 705 50
479 691 13
193 963 58
540 306 97
577 829 33
25 984 9
102 177 8
862 273 35
195 855 37
984 834 55
698 155 88
279 149 84
249 416 97
304 711 65
562 186 51
92 886 43
884 695 47
682 962 20
753 789 90
845 244 49
207 978 66
637 595 99
382 542 85
840 375 56
452 948 96
305 370 72
103 838 64
77 173 31
997 247 20
454 444 65
374 110 33
949 149 4
699 336 37
861 971 96
933 692 93
806 66 92
748 608 49
596 87 88
51 163 92
95 353 63
522 201 75
354 553 71
248 454 92
19 798 58
528 552 42
242 702 14
336 134 53
987 560 1
443 354 20
25 1 32
105 153 75
32 927 65
731 934 100
561 783 28
209 625 44
943 509 67
179 495 47
963 346 37
642 139 76
355 821 36
417 794 57
298 6 35
249 944 74
318 564 19
333 744 54
863 241 10
182 825 82
370 446 99
419 814 44
785 260 90
690 609 100
691 159 28
719 180 99
883 293 88
779 303 13
718 561 14
741 892 30
660 181 100
229 479 6
350 298 25
675 168 47
34 602 93
70 617 47
848 925 89
305 875 11
812 584 43
614 834 99
90 469 21
662 886 90
46 339 34
982 357 70
187 159 4
304 201 85
873 668 66
299 902 48
993 865 32
651 564 89
625 995 94
757 14 32
955 921 60
620 550 37
152 316 33
317 938 94
46 105 35
467 450 98
534 864 71
50 475 53
575 75 97
3 975 6
73 568 21
265 894 17
285 971 93
991 48 88
677 936 85
804 661 98
117 996 18
716 106 45
742 326 37
531 138 22
279 861 92
936 183 56
991 146 42
378 727 99
275 464 14
914 105 13
408 218 18
309 690 76
851 836 5
946 768 99
609 194 57
920 26 5
662 794 62
47 967 84
155 891 25
582 310 30
19 115 95
137 457 39
167 63 99
683 408 96
776 847 89
896 120 45
953 711 81
705 686 84
231 337 43
154 988 70
343 273 13
759 750 97
12 232 58
203 692 93
576 270 5
203 983 91
502 681 3
84 793 16
557 427 4
993 990 67
66 808 29
989 262 53
845 537 68
713 462 11
986 752 7
639 435 79
57 405 91
450 154 20
399 623 63
38 811 55
391 824 45
588 668 13
752 638 16
718 99 4
10 906 42
572 403 21
591 443 27
221 522 46
195 495 87
286 349 80
155 418 80
103 10 2
560 598 73
937 661 18
783 870 92
496 38 4
698 195 85
598 555 5
628 522 71
609 496 43
353 132 10
266 869 61
599 29 33
854 998 25
598 951 39
763 724 57
900 310 25
2 876 66
574 310 15
511 399 70
77 259 18
575 521 80
478 953 91
414 601 23
291 730 52
37 91 27
29 805 1
810 104 7
748 176 66
922 794 52
83 742 88
712 451 47
936 739 42
387 235 62
545 361 1
71 574 22
221 34 84
304 26 89
357 681 49
1000 543 57
524 892 71
627 186 79
31 98 92
723 494 47
982 914 97
479 338 13
12 902 32
421 359 59
943 543 27
910 231 27
896 183 91
735 723 41
175 870 47
48 635 60
308 132 49
875 945 10
774 866 51
644 600 80
884 365 60
777 848 43
21 601 94
643 751 65
922 405 38
809 143 40
821 636 85
907 771 6
468 45 41
337 121 5
559 929 45
512 487 69
517 477 9
299 895 29
792 709 84
163 710 36
369 384 84
805 51 33
381 223 6
689 703 93
136 11 58
729 699 20
897 92 63
227 720 86
70 579 60
649 969 14
498 588 50
962 127 64
120 190 48
754 276 99
385 323 16
456 112 73
262 202 74
545 560 15
305 849 34
820 17 81
200 503 34
86 857 24
790 669 59
85 238 74
513 888 98
729 712 36
436 85 5
642 117 48
949 650 65
469 77 14
15 183 76
849 399 67
732 467 73
146 292 87
349 137 63
903 229 7
993 310 6
85 31 1
652 619 26
761 686 1
847 957 5
412 70 59
556 186 85
993 467 71
297 259 85
80 838 89
421 949 36
989 45 49
962 247 76
387 934 17
155 858 92
991 398 98
619 780 73
936 16 43
277 835 56
821 415 36
414 949 27
664 707 11
541 693 96
164 997 67
931 170 47
882 148 90
983 759 98
771 782 70
317 204 2
509 689 5
720 973 6
23 333 69
739 809 10
23 718 95
726 526 19
744 955 41
669 571 15
861 626 44
149 516 89
590 825 23
437 812 79
857 545 94
98 68 99
223 332 5
890 92 14
182 105 43
288 576 20
881 182 54
868 324 8
815 546 81
498 329 70
535 466 41
453 62 22
684 177 35
644 749 67
227 677 91
194 173 56
902 109 36
660 640 74
326 874 19
790 456 40
110 663 13
648 641 1
825 403 98
85 592 11
756 669 66
862 556 49
17 715 94
4 811 27
667 165 62
877 887 23
258 337 51
362 577 58
790 703 13
263 377 21
597 533 71
484 190 78
814 507 60
246 103 63
317 174 54
105 594 89
889 640 66
675 230 88
809 260 90
305 711 64
306 985 13
173 642 20
657 519 62
840 937 19
372 760 63
926 304 35
590 244 47
388 63 92
238 925 26
985 518 49
281 307 90
707 504 11
742 682 2
234 450 16
582 944 50
658 793 62
124 766 100
114 712 33
469 880 91
679 224 32
754 549 41
201 973 92
184 251 75
999 995 4
176 49 27
354 841 5
402 191 47
954 132 3
126 346 65
613 621 25
9 798 83
653 954 65
382 523 22
624 78 41
521 339 89
376 843 48
443 92 39
792 553 67
296 275 42
313 226 76
811 788 30
271 133 50
509 174 31
867 902 18
702 153 74
887 456 7
31 74 71
225 297 59
184 367 18
828 738 91
414 158 69
807 617 70
557 290 9
611 640 76
58 770 5
562 233 8
933 26 92
645 43 6
503 411 44
765 481 72
605 667 48
752 829 25
241 978 81
850 658 70
874 811 42
291 504 86
245 390 82
984 356 23
694 839 42
139 99 79
418 118 46
264 351 21
775 744 13
125 477 79
121 986 100
109 760 32
645 890 75
4 631 19
154 982 41
471 187 84
261 408 63
278 195 27
442 540 10
57 171 60
383 738 47
15 469 8
816 713 73
532 763 63
479 536 6
945 837 59
792 301 77
646 967 13
545 317 82
225 814 56
375 8 18
483 712 24
543 712 21
645 900 60
723 68 94
78 701 98
854 380 86
519 313 4
911 398 46
639 848 35
388 759 45
911 793 24
817 95 46
225 180 89
270 764 95
873 627 80
749 246 97
323 398 45
305 924 95
146 563 50
431 695 10
779 218 88
711 444 51
250 809 98
51 867 9
819 878 9
717 310 42
884 700 23
673 120 99
139 871 43
815 597 55
613 796 23
715 190 30
869 514 87
564 776 33
3 839 67
102 944 3
825 569 23
109 242 35
211 613 15
186 641 2
414 182 49
814 896 72
485 60 75
469 378 99
732 836 15
405 326 5
496 435 94
716 773 67
463 573 93
291 265 90
969 785 96
749 152 77
152 867 7
86 613 48
841 122 77
142 859 96
458 20 16
917 317 70
245 35 50
251 103 87
310 67 56
103 615 22
746 249 74
451 252 64
851 36 96
725 635 82
160 333 13
447 971 93
763 664 1
897 182 90
550 176 80
775 358 97
741 442 93
761 380 61
720 150 21
695 703 74
114 929 27
217 289 21
298 370 58
588 232 27
498 214 39
677 743 62
405 966 71
167 313 74
85 33 1
807 900 91
153 990 79
884 131 82
634 193 23
186 73 60
133 524 53
335 75 4
781 577 33
728 494 44
972 25 95
494 735 43
449 987 76
408 194 58
708 424 85
478 730 18
45 839 7
550 585 74
575 571 10
792 919 95
301 391 15
91 264 53
140 175 38
722 902 23
621 480 2
889 884 92
337 226 76
600 746 76
610 471 90
365 632 81
175 710 39
595 229 31
546 298 71
104 623 35
365 449 89
452 947 25
376 245 4
581 727 72
829 20 99
413 542 30
914 793 60
425 130 77
94 130 56
262 504 95
120 685 58
906 483 41
276 85 67
387 24 46
254 986 98
586 113 30
773 498 12
83 852 71
401 653 96
448 831 8
926 175 4
799 371 9
18 773 78
280 426 15
495 800 48
458 830 92
714 466 69
424 393 77
14 203 100
438 940 72
509 227 86
642 174 99
298 586 35
503 115 97
431 847 37
195 775 3
439 522 63
561 785 48
0 488 94
208 182 51
652 927 94
25 667 64
849 193 92
42 631 95
502 301 31
840 342 93
627 114 40
979 796 7
36 561 40
435 627 90
399 101 7
572 696 44
889 286 29
416 518 91
933 202 49
608 896 16
733 244 63
734 583 46
434 126 49
443 152 87
855 967 37
132 956 54
376 132 81
719 745 86
821 704 16
908 614 77
209 418 78
207 575 92
234 295 22
775 109 87
238 336 14
567 772 94
109 726 85
720 294 31
42 5 87
416 748 11
756 201 76
622 75 21
663 381 84
689 145 79
789 76 25
385 9 23
503 738 49
352 818 35
943 554 98
892 174 5
771 875 93
647 358 50
59 800 80
976 919 76
811 63 87
628 892 78
670 493 16
443 693 35
251 920 75
652 339 6
662 416 56
924 258 13
479 734 17
279 877 49
851 995 8
865 696 52
355 752 80
671 689 31
936 295 60
968 766 28
89 626 98
473 88 40
457 49 37
809 203 75
499 178 28
579 357 9
58 460 35
458 382 32
364 347 90
129 792 96
676 145 73
255 916 36
182 529 47
736 640 38
264 661 38
349 759 55
215 911 65
504 6 91
893 597 5
870 291 34
237 794 11
404 982 45
938 680 6
264 644 71
293 468 54
889 592 91
124 277 27
464 282 18
959 458 58
995 410 16
335 747 62
426 359 75
96 54 87
484 67 3
680 662 53
331 259 39
651 115 78
760 851 54
240 569 71
972 583 33
640 698 19
297 488 5
82 68 19
874 122 69
251 303 96
247 985 18
531 784 42
614 775 17
191 59 48
985 916 77
634 219 73
780 783 82
902 156 38
556 543 97
129 591 22
469 610 59
289 762 79
178 408 76
967 142 39
714 169 43
238 563 49
52 148 91
844 164 18
334 65 65
573 247 46
2 949 42
44 437 68
736 887 47
756 530 98
402 37 46
549 446 60
56 722 57
363 857 90
115 909 85
457 399 6
153 424 59
51 676 94
738 279 81
124 832 87
814 338 51
108 336 78
935 775 24
25 595 75
896 449 53
941 260 70
840 885 90
487 827 27
292 822 27
509 381 94
747 740 45
577 169 40
410 753 100
14 188 2
150 620 29
847 360 19
146 883 77
59 50 34
98 203 41
618 25 46
829 666 30
316 622 24
182 404 96
471 560 18
577 27 21
522 511 38
380 39 4
599 479 79
946 997 71
979 403 20
127 356 68
513 811 21
750 983 7
679 246 89
992 44 10
621 524 33
748 226 72
193 968 24
107 253 34
644 293 40
347 581 61
640 40 48
152 889 7
118 13 4
741 279 2
813 683 38
979 208 6
65 136 55
209 88 45
248 912 73
903 829 54
70 651 91
877 415 56
161 623 36
466 264 68
571 811 43
995 961 85
844 118 72
539 638 80
155 191 66
443 787 32
613 225 91
183 829 20
662 677 72
423 282 8
181 708 91
892 159 77
38 194 87
891 487 68
157 281 27
359 325 19
95 787 13
325 657 86
819 649 47
802 487 26
157 675 37
730 113 20
535 340 48
458 229 25
1 850 36
506 342 32
497 487 56
422 171 97
991 196 33
529 305 100
251 22 73
533 866 55
480 626 36
312 158 79
775 586 69
63 977 15
122 622 3
479 392 93
977 494 99
500 749 57
285 31 33
813 352 4
483 480 15
109 542 37
582 610 13
507 825 80
348 43 7
