1000 10000
880 573 88
321 957 70
950 718 68
754 585 27
635 133 98
755 557 45
836 905 10
518 70 62
304 818 98
77 594 2
691 442 98
500 527 23
79 546 90
282 40 72
848 35 58
815 254 45
471 521 74
560 777 7
825 837 45
553 678 7
516 870 13
145 460 97
901 326 57
560 94 84
824 966 57
63 554 44
275 177 94
719 441 83
74 479 78
437 971 56
902 622 91
436 902 48
58 184 86
246 559 68
513 320 94
766 236 84
533 221 95
672 819 79
51 230 27
712 551 10
727 642 88
590 501 63
510 923 53
669 310 78
826 588 62
36 677 86
1 593 6
524 903 3
107 270 76
555 125 71
236 803 19
500 652 92
412 233 55
813 777 44
892 656 47
291 180 14
150 365 3
711 95 3
205 32 93
91 729 37
133 515 51
573 466 34
509 406 9
496 565 64
692 768 40
774 302 23
303 113 40
540 69 2
860 769 96
326 938 31
366 772 30
103 874 39
796 30 89
921 896 40
300 27 27
992 847 34
711 300 6
736 544 73
819 428 48
608 171 66
819 855 84
67 365 8
198 59 10
389 966 14
553 864 17
764 110 96
911 263 56
158 33 9
262 107 34
428 270 47
701 46 44
806 632 36
196 444 96
341 722 39
174 412 87
539 308 42
961 306 43
452 26 95
767 610 18
825 598 69
293 615 17
652 534 85
319 974 25
894 471 14
435 821 24
618 277 87
701 671 60
990 381 26
417 772 5
300 58 82
852 766 94
951 219 66
353 259 54
572 441 6
522 55 32
859 684 42
590 514 29
475 631 32
838 932 49
425 537 7
121 488 25
180 298 68
714 1 78
990 645 55
806 798 35
356 190 5
363 901 63
822 340 70
692 631 6
769 852 19
339 160 98
800 109 75
153 151 31
24 859 47
260 587 76
180 805 89
572 512 2
459 891 1
783 60 65
432 548 28
748 662 99
772 200 72
707 394 20
122 531 4
413 869 81
113 226 85
256 267 69
446 180 61
661 536 58
378 942 40
910 471 18
697 960 80
692 211 67
496 392 8
404 518 62
980 808 61
576 152 97
639 415 28
220 254 68
273 759 2
239 982 66
794 874 43
151 965 9
386 767 78
437 139 3
625 305 53
5 705 98
491 80 93
562 512 78
809 840 57
887 326 5
409 922 19
879 50 93
702 689 37
360 795 52
922 116 71
210 695 76
487 839 9
651 233 35
490 97 43
406 716 75
201 255 96
206 87 69
721 380 56
393 878 17
771 679 99
956 48 54
247 704 99
868 809 5
422 143 86
398 3 38
65 742 77
89 96 33
804 752 84
793 637 26
430 602 16
762 886 45
929 944 30
57 895 97
905 831 53
689 137 30
726 728 44
298 701 86
263 134 6
446 725 24
100 174 14
654 735 13
694 951 72
823 546 11
299 205 74
9 561 12
136 159 78
964 490 2
683 237 34
716 998 55
529 915 75
288 27 66
854 605 26
348 583 8
813 288 8
581 649 27
13 972 65
163 4 42
279 452 15
992 947 10
709 131 65
380 353 74
883 537 77
771 655 98
165 264 17
419 385 42
222 904 21
845 945 73
244 934 78
905 870 3
267 399 7
118 752 60
58 507 34
801 776 38
721 78 95
272 184 43
898 53 96
705 236 67
132 799 64
465 68 67
91 689 56
699 389 75
630 483 35
857 956 71
565 769 19
445 594 12
526 298 57
947 885 17
357 194 1
816 918 26
267 824 56
887 245 22
54 891 7
834 258 65
696 387 94
302 146 2
333 244 53
300 397 57
684 885 2
628 89 44
358 585 87
469 426 87
168 27 3
126 369 31
494 453 96
544 72 35
316 799 73
171 997 17
86 891 7
303 680 24
990 960 87
986 512 4
250 884 24
863 753 99
406 903 17
745 307 1
528 642 85
774 440 8
875 839 24
381 975 78
799 554 39
272 213 98
675 437 93
223 561 92
816 893 27
645 855 89
673 815 60
860 642 21
207 892 45
956 974 1
721 839 73
985 974 5
274 496 5
103 609 25
701 481 12
937 402 41
458 119 1
979 718 8
610 968 69
619 865 73
451 768 66
870 648 5
35 72 73
797 445 41
462 569 73
955 678 6
121 10 37
573 371 43
596 593 74
583 517 95
361 467 13
732 165 64
845 292 76
241 856 15
363 799 12
330 553 28
436 494 38
203 28 53
746 357 45
466 236 93
643 887 81
179 581 3
288 957 62
838 969 38
509 87 21
174 234 56
488 919 28
754 284 25
931 634 28
376 217 53
678 923 81
797 323 54
911 813 13
798 490 51
911 289 89
202 52 70
746 608 51
578 281 41
453 863 34
751 777 25
979 998 66
114 861 49
70 528 53
366 873 57
423 522 48
509 883 18
368 638 98
717 218 19
857 245 9
812 201 52
729 840 49
779 458 13
66 630 79
581 289 26
505 38 20
98 428 33
152 300 20
423 22 13
341 371 2
814 92 29
577 960 44
64 158 12
848 883 9
881 981 50
864 315 20
997 825 2
99 281 8
680 221 5
925 933 65
29 181 49
256 137 73
429 457 68
91 111 93
125 249 46
780 725 43
476 189 59
962 105 89
426 517 44
193 504 6
296 885 10
445 305 24
743 332 90
427 323 88
590 88 81
786 768 12
340 575 81
62 468 71
180 107 47
288 645 15
632 210 3
419 147 41
781 117 69
444 82 76
789 237 60
74 735 70
479 58 71
447 189 14
522 583 11
692 117 64
402 715 93
837 753 10
923 990 65
912 445 52
665 791 24
128 427 41
940 277 48
131 337 32
721 254 90
697 882 100
8 654 97
641 434 90
68 276 21
15 675 30
664 811 64
371 819 40
781 915 35
2 812 13
377 532 29
673 540 88
413 676 22
858 288 83
871 577 95
980 449 69
679 51 18
497 549 90
569 532 87
439 66 38
524 446 48
983 623 77
103 412 59
114 366 3
701 581 21
759 97 73
875 228 94
634 277 82
671 95 83
106 645 92
504 127 28
271 922 18
40 881 86
72 948 17
638 588 22
606 530 61
408 926 8
795 547 39
257 151 78
418 766 91
118 162 57
518 493 87
516 489 84
998 933 28
9 247 41
174 310 38
151 463 60
487 226 67
269 850 68
361 645 99
284 577 94
829 363 1
965 358 53
960 130 91
420 415 97
582 570 6
322 734 51
327 724 26
743 126 30
288 33 73
767 29 22
738 799 45
112 906 6
140 680 97
203 100 100
185 918 72
2 121 85
937 448 30
594 413 53
619 484 6
941 270 23
443 897 63
482 556 28
778 985 20
261 288 55
833 711 90
321 827 57
380 254 83
88 463 36
429 815 77
874 421 43
610 132 85
493 337 5
458 231 17
599 963 78
989 25 94
718 540 14
385 935 96
356 971 75
145 185 62
93 253 91
921 845 30
71 567 47
81 658 36
957 664 57
199 979 30
783 848 26
355 956 40
365 204 62
936 182 25
644 752 91
889 181 15
168 892 85
416 592 70
462 659 80
104 653 69
564 140 37
646 823 40
974 68 92
232 722 23
540 815 61
654 597 49
601 730 58
263 788 63
191 301 48
451 746 31
612 919 90
697 388 31
974 310 49
416 815 16
283 784 80
90 417 31
725 466 82
719 852 70
9 740 71
385 975 4
674 670 24
424 488 85
978 597 27
939 599 75
173 788 84
854 258 38
39 116 6
337 456 88
294 727 65
408 493 9
595 490 70
387 654 99
689 752 21
82 723 36
515 635 4
985 6 84
589 348 60
113 760 17
390 643 56
85 523 81
436 287 54
694 551 88
216 140 49
396 162 33
475 635 58
407 912 1
256 967 36
375 57 74
952 687 14
426 864 76
509 844 77
952 627 79
749 341 25
675 949 47
64 731 12
522 754 12
991 800 91
2 708 87
39 449 87
542 590 83
368 124 7
668 284 34
477 122 8
7 107 59
498 597 42
737 455 21
28 97 38
580 759 51
772 121 62
474 198 10
992 234 90
343 23 88
139 649 31
617 959 92
589 832 11
766 21 31
62 274 31
586 512 32
113 868 22
679 152 48
378 400 9
297 153 73
742 581 55
620 22 64
652 999 97
812 920 28
474 983 8
747 540 87
839 602 68
700 958 25
14 253 38
286 779 55
15 902 54
515 52 32
665 602 83
547 973 30
948 989 8
319 417 1
77 380 36
834 642 46
918 615 54
243 619 61
332 930 9
205 531 75
779 933 91
389 963 91
480 934 78
447 59 66
170 705 38
175 892 23
110 665 85
798 662 82
439 83 90
116 125 17
391 554 74
520 786 92
132 535 6
666 508 26
545 231 43
292 818 2
323 761 94
595 501 20
756 613 33
745 260 11
627 571 18
451 10 11
432 75 3
385 818 10
45 751 17
866 982 46
826 261 9
708 399 86
485 264 19
215 239 69
253 284 21
16 928 43
477 294 77
662 278 100
649 514 98
36 630 91
794 91 39
171 643 68
152 386 3
431 932 53
48 837 24
908 795 8
431 179 50
989 506 67
82 669 49
833 779 31
171 566 69
842 19 64
770 563 21
524 90 1
169 136 72
546 481 97
341 38 25
557 910 8
201 411 99
573 899 60
796 971 44
523 859 95
388 255 35
257 414 59
149 5 48
181 315 98
842 642 82
705 397 81
671 694 83
567 220 1
6 709 92
596 198 1
71 715 27
926 281 60
564 755 56
304 221 5
445 925 49
838 891 60
269 800 45
947 284 21
942 42 56
793 863 44
868 709 11
940 954 12
237 215 20
622 171 10
502 408 26
375 517 36
774 640 42
894 833 46
382 193 80
308 701 86
759 812 99
973 485 100
741 918 41
306 620 92
836 728 63
595 264 54
324 255 75
966 906 88
427 42 69
297 476 2
870 994 89
365 97 11
301 61 87
819 158 39
333 469 5
285 100 77
478 267 81
757 964 100
704 433 90
313 885 15
836 118 59
781 339 73
621 570 72
351 944 13
666 229 94
837 924 78
918 746 66
115 991 9
627 952 26
666 238 19
819 32 9
566 478 4
394 814 85
237 178 49
798 667 52
637 37 18
545 613 26
676 955 73
833 774 64
181 739 97
720 440 88
531 89 66
235 276 75
280 980 81
685 963 73
535 331 38
359 419 44
283 143 9
542 675 69
287 517 23
463 182 67
713 398 44
815 889 16
584 932 46
134 810 32
117 231 50
731 216 95
462 290 44
603 146 73
598 289 53
929 418 26
656 465 52
61 775 54
475 386 42
19 182 9
872 594 42
617 862 86
946 150 59
87 418 63
169 935 40
243 121 29
97 717 25
73 806 75
423 89 14
981 364 100
121 876 6
645 40 71
38 898 57
393 678 11
221 515 48
559 771 22
97 763 41
982 659 10
242 208 94
327 69 40
534 462 40
178 763 77
143 919 10
793 291 36
399 169 67
118 612 93
584 388 72
402 536 79
290 82 20
134 564 74
819 351 62
34 866 79
483 788 70
676 612 67
750 852 84
975 509 36
0 824 86
145 643 84
330 879 14
515 67 85
569 615 67
707 841 17
714 840 68
185 850 69
427 939 38
379 779 31
126 191 36
660 459 80
274 947 38
218 871 9
604 191 41
148 878 54
717 199 12
849 674 71
701 299 74
175 952 81
182 518 82
527 496 67
291 233 45
60 789 43
432 75 66
287 226 25
609 479 40
84 564 16
812 864 62
127 735 56
743 471 14
949 906 87
833 931 81
517 19 41
456 16 40
746 916 67
626 682 16
953 560 9
865 725 45
105 540 90
814 452 52
724 438 92
997 191 58
244 617 50
694 41 73
485 847 13
616 828 14
167 446 62
928 324 67
779 719 28
554 172 5
561 509 72
874 518 57
82 905 60
770 856 75
460 418 38
7 702 92
797 518 4
612 269 25
745 618 42
71 773 82
371 891 35
444 845 31
754 490 19
27 953 2
568 141 76
210 375 18
721 112 96
802 194 83
68 561 44
481 833 89
428 535 20
157 892 75
320 835 57
819 715 70
896 894 96
925 249 48
669 211 11
800 382 47
347 350 56
53 192 74
451 876 26
949 153 63
112 584 99
673 666 51
387 911 29
68 899 54
659 582 90
550 823 2
143 323 46
618 250 7
701 691 31
995 34 86
248 599 72
477 959 86
258 16 42
993 91 92
97 519 86
460 975 76
888 844 83
732 90 38
715 459 76
48 342 81
316 923 68
786 769 59
709 453 18
238 221 46
19 137 86
672 474 57
612 301 97
279 855 79
579 801 98
155 897 38
185 594 89
812 729 96
69 286 51
411 867 47
385 618 28
715 516 95
260 889 75
131 529 35
444 622 5
249 166 14
791 194 96
964 612 100
41 64 27
148 500 89
980 983 39
796 173 86
940 748 2
836 932 62
830 928 5
19 547 28
511 728 88
704 665 14
563 81 8
298 117 46
266 504 83
324 347 77
440 480 84
610 462 37
419 390 24
704 90 100
432 590 75
679 473 93
977 636 50
203 429 23
673 419 98
256 911 23
980 130 99
272 143 3
751 266 69
852 336 58
454 230 79
402 159 64
154 134 20
929 881 41
946 504 98
30 650 24
351 926 14
262 215 7
496 665 33
327 475 67
902 864 47
87 545 100
751 654 72
446 99 34
290 376 25
660 49 21
862 143 14
446 304 91
724 577 39
834 285 63
805 193 99
268 192 7
147 812 13
589 52 47
337 569 80
609 604 92
889 331 22
958 832 56
89 190 2
926 748 66
480 652 90
947 416 99
135 749 35
425 101 3
851 790 19
261 53 23
836 263 78
527 674 3
701 823 24
425 952 44
804 244 48
147 12 21
847 662 41
599 121 32
968 230 68
848 307 30
216 551 96
716 322 57
765 890 92
532 262 99
516 997 49
522 358 39
201 573 6
768 339 51
456 706 38
13 625 86
483 230 57
298 952 40
725 563 21
729 305 42
254 827 26
394 864 55
763 342 26
984 21 29
876 87 27
399 233 17
383 276 66
47 614 47
443 283 81
832 676 20
177 456 73
87 441 35
587 33 73
814 123 56
672 737 51
445 231 48
514 762 81
652 295 56
534 849 72
666 496 64
105 803 20
651 405 96
476 155 46
627 561 38
441 296 90
730 302 50
141 88 56
767 655 26
121 206 67
318 607 69
398 580 97
865 721 50
45 175 32
800 973 13
674 334 65
769 391 47
305 132 100
557 843 51
44 663 5
627 756 43
380 34 1
566 723 69
584 34 74
735 973 34
816 821 7
831 62 27
343 879 12
400 295 44
324 535 2
187 352 89
667 183 71
181 779 43
573 406 89
481 320 37
421 753 16
52 667 66
53 54 68
721 676 74
798 417 6
726 91 2
331 851 12
15 529 59
954 622 38
481 816 18
497 627 75
29 908 71
130 210 37
556 373 13
492 981 56
434 21 30
965 417 91
89 796 30
628 464 71
595 634 63
829 804 70
664 165 14
105 173 56
875 791 89
181 807 86
237 3 1
552 524 91
440 12 49
492 594 8
329 199 10
53 911 98
375 866 38
772 524 20
129 103 72
166 933 45
888 870 16
752 811 60
247 642 9
827 165 69
495 586 6
652 361 6
211 110 67
152 976 22
9 113 47
510 784 92
86 751 8
398 267 40
924 45 72
356 924 70
254 855 53
901 467 64
482 525 6
167 859 3
388 304 30
316 586 84
697 990 50
117 889 38
987 248 49
928 412 70
891 417 71
507 471 45
877 290 15
232 844 57
224 496 13
574 978 35
177 889 100
473 809 39
449 193 89
676 293 44
645 51 83
74 434 26
737 72 23
917 556 50
583 823 55
736 761 11
624 624 51
432 819 78
576 438 13
916 91 12
986 114 100
434 860 58
448 321 29
443 118 100
671 791 48
163 175 32
95 166 83
157 954 77
133 601 79
753 846 69
938 49 51
964 983 9
269 245 64
417 211 96
466 718 28
475 745 55
331 670 54
118 705 91
984 688 100
238 585 91
147 507 19
63 67 34
894 888 92
498 107 10
751 132 13
240 671 96
226 450 41
635 989 16
945 905 70
416 207 83
747 109 57
154 342 19
262 142 83
918 453 41
611 457 96
692 302 60
221 259 12
81 133 72
772 313 45
116 740 62
341 503 71
42 498 89
329 73 45
327 233 64
813 197 44
539 330 71
139 764 34
268 642 67
413 7 98
499 710 41
756 224 59
285 649 100
565 185 26
677 798 97
586 439 8
371 579 67
60 212 35
549 12 23
950 74 43
422 225 86
33 265 70
822 264 55
178 352 88
803 165 91
364 500 74
699 112 40
95 453 68
71 465 41
517 271 56
625 345 65
901 866 30
321 612 27
123 378 3
611 371 55
519 913 78
24 304 30
533 370 34
615 283 57
837 154 23
604 772 69
207 825 90
282 909 65
703 873 4
481 548 6
865 944 82
218 556 94
1 268 25
481 867 33
646 165 13
60 178 69
204 159 5
92 537 42
516 727 76
229 635 56
313 368 69
966 849 75
815 944 16
821 131 48
936 295 98
322 379 7
323 381 39
834 250 89
940 994 27
814 539 92
566 551 88
827 455 92
655 600 65
247 84 37
730 391 22
848 729 38
429 754 50
258 162 50
335 371 55
902 567 69
102 430 4
308 96 66
158 364 45
878 596 97
16 930 22
107 943 64
437 213 58
954 690 95
692 857 59
850 227 68
534 319 61
439 563 40
300 214 24
125 637 15
13 163 17
476 740 85
386 557 66
604 539 50
81 999 36
124 713 60
471 531 75
855 295 99
340 659 54
86 806 12
838 178 14
621 693 98
600 693 49
866 152 41
802 539 94
270 164 49
634 354 68
981 749 10
928 296 55
430 560 71
942 614 23
465 779 77
911 513 9
621 231 41
701 472 9
930 750 19
495 148 89
526 507 17
331 656 84
144 215 87
662 804 27
853 536 73
909 148 2
641 505 46
921 656 66
660 474 23
464 675 44
62 787 13
727 427 61
188 227 7
661 158 39
409 224 8
583 922 26
573 375 16
516 866 65
601 585 57
120 166 72
149 139 20
476 261 62
981 358 50
328 103 42
326 193 93
122 271 43
179 487 78
75 381 13
801 389 47
133 344 6
144 950 70
482 941 12
943 872 81
155 342 55
555 892 42
573 664 35
800 939 96
606 715 20
0 487 39
590 709 55
340 497 52
371 20 36
797 971 82
103 153 60
7 903 48
489 54 21
514 432 23
860 684 64
183 592 87
179 848 66
31 293 38
919 266 74
277 116 4
200 771 28
700 311 87
817 34 33
596 664 79
122 538 62
16 664 9
983 264 87
738 3 59
647 148 14
86 802 75
887 415 91
50 148 29
299 194 23
206 325 32
516 933 7
258 780 94
689 169 7
364 953 92
235 133 14
595 765 13
947 631 1
154 954 26
921 926 36
841 201 73
791 588 70
514 133 48
861 519 2
462 628 12
858 189 26
984 245 94
952 493 41
376 801 79
444 115 5
780 195 99
821 864 36
855 722 8
807 315 19
695 742 50
248 846 4
710 773 15
464 750 69
191 594 45
143 633 73
477 640 60
202 27 26
11 355 97
709 497 89
236 26 65
752 630 66
128 643 58
509 611 89
492 189 96
952 756 79
194 563 57
489 828 75
261 96 45
191 484 80
83 97 34
250 10 71
612 921 63
143 455 12
609 70 45
474 529 58
193 821 17
50 190 14
187 455 12
969 257 6
938 683 45
791 714 8
686 23 18
429 192 85
507 523 1
233 440 85
628 533 1
18 168 89
617 918 88
432 866 55
78 489 10
191 857 74
458 686 72
825 856 1
635 212 5
683 909 53
270 466 9
871 565 65
959 10 28
171 319 32
788 520 81
164 171 48
84 302 3
967 596 71
472 112 85
688 22 97
926 156 46
438 242 99
809 613 41
343 112 27
294 309 41
220 717 31
206 182 38
85 619 17
24 931 96
952 5 63
0 846 22
850 32 86
358 863 81
358 597 61
3 251 31
935 221 34
988 757 61
271 254 1
333 249 42
414 518 20
925 699 74
666 79 13
94 655 46
411 159 65
975 860 62
171 476 76
485 570 5
522 519 28
348 825 83
412 522 83
964 250 96
984 506 70
342 271 7
826 966 48
270 924 68
606 3 27
162 262 73
668 988 8
830 804 23
163 936 39
188 645 6
766 880 38
653 54 64
596 811 51
989 585 84
86 244 32
635 305 16
464 239 25
752 560 17
389 511 19
817 590 8
286 461 63
936 663 91
698 745 44
131 46 47
245 902 97
983 133 62
95 904 41
292 862 31
273 814 44
116 815 45
613 725 93
455 287 92
88 478 100
614 374 96
751 207 35
542 35 15
770 265 99
477 432 93
978 797 51
403 765 49
287 933 85
47 59 77
441 257 24
29 632 30
171 521 98
445 898 91
212 854 92
776 809 48
980 841 11
831 494 75
141 171 14
412 277 87
484 285 8
295 308 1
887 43 30
463 268 63
898 666 94
476 836 2
252 646 12
535 954 38
242 526 29
349 487 50
46 110 87
58 734 82
926 264 86
628 801 4
145 912 51
449 904 79
20 305 8
514 375 96
96 349 58
934 5 35
707 615 62
987 595 24
79 874 57
639 249 22
786 242 61
603 19 46
874 719 1
459 488 22
883 926 33
685 150 74
617 248 51
191 994 80
993 629 2
213 1 70
487 831 92
137 586 37
680 11 87
475 580 58
26 926 95
131 421 50
20 112 74
162 206 7
279 224 55
782 597 88
963 537 14
345 811 4
182 665 73
25 371 31
945 147 24
994 886 67
530 781 23
144 168 27
710 819 15
487 316 90
270 911 79
203 344 78
909 663 25
140 841 72
64 487 48
810 657 73
134 629 85
367 888 100
673 519 78
310 5 69
927 956 13
803 136 66
322 281 98
49 380 67
779 50 82
918 506 62
233 423 83
931 356 96
695 619 13
583 404 91
762 52 16
173 0 10
340 746 73
101 304 17
41 144 89
218 530 11
887 806 65
23 670 81
277 146 28
155 675 30
130 529 54
47 688 63
488 294 81
42 985 86
789 317 79
72 351 11
496 387 44
995 37 50
784 561 100
194 615 34
929 167 3
416 187 95
282 418 39
457 776 15
909 553 1
413 2 71
142 875 55
537 721 89
385 878 11
725 450 94
410 411 69
599 456 34
405 374 88
248 828 21
650 372 91
949 672 25
516 979 25
50 192 32
952 997 30
292 64 61
604 611 91
954 954 83
490 786 26
247 702 29
256 224 83
53 639 45
644 380 15
791 823 58
66 856 72
978 503 20
165 115 1
417 600 16
291 472 62
705 216 88
75 83 56
961 505 21
223 529 66
653 125 46
9 834 49
78 371 6
266 886 16
898 123 3
233 726 97
147 972 82
543 578 92
568 130 92
116 339 78
420 685 8
1 226 93
794 161 12
864 235 30
473 904 97
733 778 3
656 693 51
789 176 84
121 163 85
498 116 1
304 231 12
689 76 66
645 303 85
517 867 12
0 407 57
833 455 93
610 395 41
989 67 42
956 234 19
994 310 15
78 588 21
543 859 72
757 750 50
157 110 27
171 523 79
537 292 12
959 501 17
389 522 32
145 676 73
358 339 64
397 547 7
206 565 85
455 554 94
494 154 84
859 80 85
546 527 55
783 993 41
169 256 65
383 981 93
934 52 7
881 742 72
586 716 39
494 262 46
615 501 66
693 643 23
672 979 28
278 560 8
286 313 40
929 921 26
438 565 42
564 837 14
269 377 63
192 683 13
578 410 41
92 477 14
3 656 43
672 571 35
121 822 96
646 499 46
793 465 79
487 206 48
428 151 37
798 990 33
930 33 43
246 462 31
612 490 21
971 998 51
360 96 86
760 381 99
791 91 96
505 695 5
216 591 69
864 682 53
802 711 81
544 891 30
252 677 54
16 127 63
117 690 26
688 523 100
611 343 57
136 124 28
393 178 5
78 71 63
532 886 22
363 612 16
447 834 42
636 466 25
848 623 83
282 841 12
857 28 62
911 287 4
967 666 36
259 148 57
277 804 24
780 622 95
875 903 48
701 780 6
216 273 54
235 358 90
961 44 29
67 421 87
283 1 1
833 589 49
764 564 70
283 887 75
31 669 77
565 122 65
439 769 37
732 670 28
423 836 7
569 457 74
992 324 25
377 960 21
865 723 92
443 708 35
771 520 64
15 390 19
634 548 21
103 354 84
735 179 68
804 418 23
730 538 21
584 707 55
829 140 30
988 475 70
554 244 65
660 736 9
799 797 82
89 478 53
415 899 78
644 285 55
648 642 64
429 214 46
977 341 81
491 615 11
457 962 38
294 431 81
553 416 79
435 608 4
915 883 20
497 109 62
286 243 47
882 195 82
410 923 39
850 986 16
616 273 47
813 410 62
274 301 5
173 416 27
360 441 51
199 356 82
744 856 70
574 408 74
956 606 70
969 553 76
443 640 96
101 553 99
459 394 21
152 223 69
530 165 71
294 791 54
184 385 62
783 971 46
892 211 30
555 336 43
48 437 70
796 578 39
945 683 7
206 326 70
708 520 51
960 111 100
715 117 59
270 977 9
0 101 22
611 690 55
580 261 50
257 202 12
62 27 13
884 631 6
997 667 67
954 130 75
394 962 61
417 33 96
643 25 32
265 623 35
380 81 23
768 991 90
577 118 57
906 124 38
6 888 85
740 385 31
375 473 89
954 196 83
125 683 96
139 662 70
223 339 30
154 926 75
662 546 85
806 917 67
369 456 24
737 510 69
727 539 58
160 726 54
5 305 6
509 540 53
303 256 10
185 160 85
93 997 97
698 318 82
498 511 65
227 509 63
525 917 44
240 924 40
726 255 69
156 266 7
810 182 64
136 925 62
206 364 41
684 719 44
627 2 23
894 309 93
799 376 22
560 100 63
52 46 82
383 227 52
218 81 49
615 162 3
691 895 84
321 676 51
635 289 15
763 569 77
504 686 1
83 720 59
65 234 42
522 73 30
844 532 69
936 837 28
97 801 80
126 757 99
737 525 78
828 521 95
686 777 16
315 186 15
533 637 28
224 51 64
562 967 43
809 76 28
769 277 63
471 375 74
229 111 93
953 359 72
370 281 45
324 403 61
822 846 84
427 658 55
819 213 20
35 286 13
369 783 28
819 593 84
662 988 84
959 201 74
290 777 44
173 419 32
924 826 38
815 135 51
40 57 31
260 76 27
884 355 100
875 699 41
494 314 46
859 402 39
406 93 14
220 283 89
944 705 33
382 468 39
410 33 39
476 439 89
48 63 90
299 231 99
932 66 60
821 762 18
327 766 33
8 439 17
473 793 81
289 927 89
168 985 49
963 927 41
189 255 99
633 197 29
231 976 82
661 15 46
503 593 24
496 329 62
816 143 28
904 185 39
558 426 65
53 314 95
857 102 49
773 448 14
324 222 78
862 149 19
863 947 37
413 703 96
108 909 99
43 43 4
871 97 12
772 505 59
224 201 92
147 847 3
159 656 58
714 431 86
773 122 32
978 735 62
509 163 87
972 241 37
712 51 39
774 352 24
891 101 86
967 679 14
361 32 17
65 314 62
108 571 90
194 497 66
679 785 32
234 901 24
876 795 46
989 571 68
966 805 8
367 670 16
477 338 78
552 419 81
712 886 68
614 906 85
366 679 5
482 145 68
995 762 67
728 386 27
855 438 13
234 913 11
932 956 33
631 461 66
782 656 83
152 43 91
705 202 88
684 328 64
562 639 63
255 539 48
350 347 5
483 560 96
784 906 8
388 381 72
681 461 99
755 569 16
902 418 41
802 405 53
466 66 87
963 602 73
522 232 29
557 407 91
944 848 19
575 613 91
932 26 10
700 45 27
22 603 14
574 584 89
180 832 64
198 577 4
318 494 83
737 632 42
70 780 80
626 160 35
8 638 16
652 204 35
425 253 71
168 872 17
55 126 89
554 984 98
541 161 64
761 432 23
149 207 94
923 441 7
794 364 29
530 126 51
558 296 7
975 933 95
491 456 84
859 234 92
595 692 100
99 313 23
711 897 63
949 26 24
550 835 94
987 601 66
556 459 41
554 785 44
529 907 21
432 230 91
313 911 6
899 291 34
780 753 22
902 802 95
786 846 89
801 212 76
824 70 42
387 644 73
791 693 52
359 237 95
404 751 35
599 223 70
308 398 42
318 727 94
831 477 96
508 373 14
486 907 19
746 639 83
803 41 51
256 373 98
144 366 39
315 638 79
421 714 95
938 632 41
53 729 91
772 489 72
720 402 59
890 251 34
939 490 37
195 176 25
18 310 67
881 922 85
403 227 8
550 349 52
529 122 14
176 989 55
975 14 33
386 768 30
725 381 51
921 818 68
989 442 41
993 833 65
375 201 46
715 348 18
117 174 25
979 244 84
708 339 13
955 679 49
159 418 60
353 785 25
292 597 61
940 478 5
898 509 26
463 473 64
659 332 89
716 210 1
679 30 47
733 469 18
996 331 49
56 602 56
238 675 78
151 145 49
980 39 97
379 285 100
309 891 58
114 294 42
9 869 95
169 731 15
467 516 76
645 105 81
632 220 38
524 301 85
692 143 72
296 851 53
116 402 86
79 194 81
983 469 14
716 159 73
556 690 51
609 954 58
817 548 33
879 844 82
629 594 85
736 954 92
436 660 97
628 78 81
539 571 18
283 718 49
601 164 13
329 551 83
831 559 35
759 593 45
243 736 11
543 57 86
431 916 86
84 893 93
113 968 89
245 355 86
120 13 84
329 346 76
756 220 97
913 582 37
533 629 74
568 787 86
849 578 62
957 7 76
6 254 59
694 234 90
491 577 93
597 38 69
855 531 28
958 748 71
562 761 55
984 300 3
997 613 37
698 518 97
78 383 50
633 986 78
539 644 58
178 932 73
482 127 55
347 229 27
492 628 18
689 633 60
331 996 5
325 454 96
771 489 69
238 899 51
196 295 67
959 538 99
203 966 12
923 160 48
766 336 81
298 837 69
985 816 12
166 782 71
854 242 19
873 419 1
582 883 94
436 531 7
696 183 11
605 345 61
210 588 72
25 837 77
810 171 62
466 63 20
733 792 75
369 720 64
174 978 54
901 783 40
566 29 11
296 633 87
891 999 45
118 7 32
700 939 5
179 480 34
62 679 50
544 558 1
491 754 15
222 213 54
489 786 63
700 96 72
909 333 52
888 833 70
890 2 88
212 799 55
686 44 9
235 618 60
31 360 26
998 2 85
109 778 35
669 643 83
191 51 90
456 549 26
987 684 67
850 449 64
207 912 28
511 712 62
942 92 29
568 809 43
905 432 41
952 57 30
417 363 63
877 619 89
438 339 7
534 688 14
552 560 17
701 504 37
245 554 41
208 71 38
286 610 33
369 868 64
580 215 57
114 599 58
69 764 31
172 914 87
420 158 99
157 25 75
395 926 26
402 193 21
102 667 52
210 935 50
848 95 24
152 284 48
690 866 85
487 391 13
721 205 83
968 559 32
937 876 71
196 24 94
632 158 89
904 118 68
867 831 50
260 559 54
790 682 72
126 487 40
857 901 91
104 58 22
601 278 62
657 521 23
659 41 7
874 599 53
907 261 83
714 653 79
103 220 1
902 68 17
976 200 28
844 88 7
11 281 44
200 356 10
373 429 41
475 489 37
504 678 36
912 879 58
718 825 76
771 534 38
752 308 70
936 507 45
701 24 11
641 971 25
656 497 14
709 268 43
56 15 7
267 478 91
191 903 38
719 375 24
96 154 4
700 993 31
244 570 98
762 399 95
930 899 88
508 172 3
857 771 32
